id,question,answer,category,subcategory,difficulty,source,dataset_name,interview_type,language,tags,created_at
82,"Generate interview questions based on this resume and job description: Ansible, Azure, SQL, Node.js, Git, REST APIs, Penetration Testing | Target Role: Targeting a Big Data Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,Big Data Engineer,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
83,"Generate interview questions based on this resume and job description: Cloud Computing, React, AWS, DevOps, Docker, Git, Kubernetes | Target Role: Targeting a Machine Learning Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,Cybersecurity Analyst,Software Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
84,"Generate interview questions based on this resume and job description: Kubernetes, Kafka, Docker, Spark, Agile, JavaScript, Java, SQL | Target Role: Targeting a Cybersecurity Analyst role to contribute to the development and maintenance of robust security frameworks, policies, and procedures.",,nan,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
85,"Generate interview questions based on this resume and job description: Git, Penetration Testing, Natural Language Processing, REST APIs, Spark, Cybersecurity | Target Role: Looking for an opportunity as a Quantum Computing Specialist to leverage my expertise in electronics engineering and make a meaningful impact in the industry.",,Quantum Computing Specialist,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
86,"Generate interview questions based on this resume and job description: Ansible, MongoDB, Linux, Natural Language Processing, Cybersecurity, AWS, Data Analysis, Solidity | Target Role: Looking for an opportunity as a Big Data Engineer to leverage my expertise in software engineering and make a meaningful impact in the industry.",,Site Reliability Engineer,Software Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
87,"Generate interview questions based on this resume and job description: Network Security, Git, Spark, Java, SQL, REST APIs, Cloud Computing | Target Role: Seeking a challenging role as a MLOps Specialist where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,MLOps Specialist,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
88,"Generate interview questions based on this resume and job description: REST APIs, React, Jenkins, Ansible | Target Role: Seeking a challenging role as a Big Data Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Blockchain Engineer,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
89,"Generate interview questions based on this resume and job description: Spark, Cloud Computing, REST APIs, JavaScript, Azure | Target Role: Looking for an opportunity as a Machine Learning Engineer to leverage my expertise in cybersecurity and make a meaningful impact in the industry.",,nan,Cybersecurity,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
90,"Generate interview questions based on this resume and job description: Agile, Cloud Computing, Kafka, Terraform, Network Security, Git, Penetration Testing, Java | Target Role: Targeting a UI/UX Designer role to contribute to the entire design process from concept to implementation, ensuring optimal user satisfaction and usability.",,nan,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
91,"Generate interview questions based on this resume and job description: Penetration Testing, Kubernetes, DevOps, Microservices, Docker, Natural Language Processing, JavaScript, AWS | Target Role: Targeting a Data Scientist position where I can utilize my expertise in Python, R, SQL, and machine learning algorithms to solve business challenges through data analysis and predictive modeling.",,Data Scientist,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
92,"Generate interview questions based on this resume and job description: Microservices, Linux, TensorFlow, Cybersecurity, Terraform, Agile, Scrum, Computer Vision | Target Role: Targeting a AI Ethics Officer position to utilize my educational background and experience to drive results and achieve career objectives.",,Frontend Developer,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
93,"Generate interview questions based on this resume and job description: AWS, Jenkins, Terraform, Microservices, REST APIs, Scrum | Target Role: Looking for an opportunity as a Blockchain Engineer to leverage my expertise in robotics and make a meaningful impact in the industry.",,nan,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
94,"Generate interview questions based on this resume and job description: Ansible, Data Analysis, Azure, MongoDB, Natural Language Processing, Terraform | Target Role: Seeking a challenging role as a Quantum Computing Specialist where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Data Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
95,"Generate interview questions based on this resume and job description: Kubernetes, GraphQL, Penetration Testing, Jenkins, PyTorch, Statistics, Linux, DevOps | Target Role: Targeting an AI Engineer position to contribute to the development of intelligent systems using Python, TensorFlow, and PyTorch. Eager to work on large-scale AI projects in a collaborative environment.",,nan,Software Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
96,"Generate interview questions based on this resume and job description: Network Security, TensorFlow, Statistics, JavaScript, Python, Git, MongoDB | Target Role: Looking for an opportunity as a Data Scientist to work with large datasets, build predictive models, and communicate findings to stakeholders through compelling visualizations and reports.",,Data Scientist,Software Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
97,"Generate interview questions based on this resume and job description: Statistics, Jenkins, PyTorch, TensorFlow, REST APIs, Blockchain | Target Role: Aspiring to join a dynamic team as an AI Engineer where I can leverage my expertise in deep learning, natural language processing, and computer vision to build innovative AI products and services.",,AI Engineer,Software Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
98,"Generate interview questions based on this resume and job description: Python, Computer Vision, CI/CD, Natural Language Processing, React, AWS, Cybersecurity, Git | Target Role: Seeking a challenging role as a Software Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Software Developer,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
